165	0.0231	0
164.9702932	0.02475	0
164.8844734	0.03465	0
164.7458415	0.0495	0
164.5527471	0.07095	0
164.3068406	0.09735	0
164.0081219	0.1287	0
163.6582414	0.165	0
163.2571992	0.20625	0
162.8049951	0.25245	0
162.3032798	0.30195	0
161.752053	0.35805	0
161.1513148	0.4158	0
160.5010652	0.48015	0
159.8029547	0.54615	0
159.0569831	0.6171	0
158.2648009	0.69135	0
157.4264081	0.77055	0
156.5418046	0.8514	0
155.6109905	0.93555	0
154.6372666	1.023	0
153.6206327	1.11375	0
152.5594387	1.20615	0
151.4569851	1.3002	0
150.3132721	1.39755	0
149.1282995	1.4949	0
147.9020675	1.59555	0
146.6378767	1.69785	0
145.3357272	1.7985	0
143.9939686	1.90245	0
142.6159017	2.0064	0
141.2015264	2.112	0
139.7524931	2.21595	0
138.2671514	2.31825	0
136.7471518	2.4222	0
135.1941447	2.52615	0
133.6081299	2.62845	0
131.9891075	2.7291	0
130.3370775	2.82975	0
128.6569911	2.9304	0
126.9438971	3.0294	0
125.1994459	3.1284	0
123.4252878	3.22575	0
121.6214229	3.3231	0
119.7845504	3.42045	0
117.9097192	3.52275	0
116.0068316	3.6432	0
114.0841394	3.78345	0
112.1531952	3.93855	0
110.2189504	4.0986	0
108.2797543	4.2603	0
106.3306561	4.4154	0
104.3749562	4.5705	0
102.4077038	4.72395	0
100.4355002	4.87575	0
98.45504466	5.0259	0
96.46798764	5.1711	0
94.47597948	5.3163	0
92.47902017	5.4582	0
90.48041049	5.6001	0
88.48015043	5.73705	0
86.47824	5.86905	0
84.47632956	5.9994	0
82.47937026	6.1281	0
80.48241095	6.25185	0
78.49040279	6.369	0
76.50499615	6.48615	0
74.52454064	6.59835	0
72.55398742	6.7056	0
70.59003571	6.80625	0
68.63598628	6.9036	0
66.69513988	6.99435	0
64.76584614	7.0818	0
62.84810506	7.15935	0
60.9452174	7.23525	0
59.05883353	7.3029	0
57.18730308	7.3656	0
55.3339268	7.4184	0
53.4987047	7.4679	0
51.68493754	7.5108	0
49.88932454	7.5438	0
48.11516649	7.5702	0
46.36246337	7.58835	0
44.63451594	7.5999	0
42.9313242	7.60155	0
41.24958741	7.5966	0
39.59590706	7.58505	0
37.96863279	7.5636	0
36.36776459	7.53225	0
34.79330246	7.4943	0
33.24854717	7.4514	0
31.73514908	7.3953	0
30.24980746	7.33095	0
28.79417266	7.26	0
27.37154546	7.17915	0
25.98192584	7.09005	0
24.62366344	6.99105	0
23.29840863	6.88545	0
22.00616142	6.7716	0
20.75022255	6.6495	0
19.52894166	6.51585	0
18.34231873	6.3756	0
17.19035378	6.22545	0
16.07469718	6.0687	0
14.99534893	5.9004	0
13.95065865	5.72715	0
12.94227672	5.54565	0
11.97185353	5.3559	0
11.03773868	5.1612	0
10.13993218	4.95825	0
9.27843404	4.75035	0
8.454894626	4.5342	0
7.669313942	4.31145	0
6.92004161	4.08705	0
6.208728007	3.85935	0
5.535373136	3.62505	0
4.899976995	3.38745	0
4.300889205	3.1482	0
3.741410524	2.90895	0
3.219890575	2.66475	0
2.736329356	2.4222	0
2.290726867	2.17965	0
1.884733489	1.93875	0
1.516698841	1.69785	0
1.188273303	1.4619	0
0.897806495	1.2276	0
0.646948798	0.9999	0
0.435700211	0.78045	0
0.264060734	0.5643	0
0.132030367	0.36135	0
0.042909869	0.16995	0
0	-0.00495	0
0.008251898	-0.16995	0
0.067665563	-0.32505	0
0.176590616	-0.4719	0
0.338327815	-0.60885	0
0.549576403	-0.7392	0
0.813637137	-0.86625	0
1.130510017	-0.9867	0
1.495243906	-1.10385	0
1.909489183	-1.221	0
2.371595467	-1.33155	0
2.881562759	-1.4388	0
3.43939106	-1.5444	0
4.043429989	-1.64505	0
4.693679546	-1.74075	0
5.390139732	-1.83315	0
6.131160167	-1.92225	0
6.91839123	-2.0064	0
7.748532162	-2.0856	0
8.624883723	-2.1615	0
9.545795533	-2.23245	0
10.50796683	-2.3001	0
11.513048	-2.3595	0
12.56268942	-2.41395	0
13.65193995	-2.4651	0
14.78410034	-2.51295	0
15.95586985	-2.5542	0
17.16889885	-2.5905	0
18.42318733	-2.62185	0
19.71378417	-2.64825	0
21.0456405	-2.6697	0
22.41380518	-2.68455	0
23.82157896	-2.6994	0
25.26236034	-2.706	0
26.74110045	-2.706	0
28.25614891	-2.7027	0
29.80420497	-2.69775	0
31.38526861	-2.6862	0
32.99768947	-2.67135	0
34.6447683	-2.65155	0
36.32155396	-2.62845	0
38.02639607	-2.60205	0
39.76094502	-2.5707	0
41.52355042	-2.53605	0
43.31256189	-2.49975	0
45.12797944	-2.46015	0
46.9665023	-2.4156	0
48.82978085	-2.37105	0
50.71616472	-2.3232	0
52.62070276	-2.27205	0
54.54669574	-2.2176	0
56.49414365	-2.1615	0
58.45644498	-2.1054	0
60.43525011	-2.046	0
62.43055903	-1.98495	0
64.44072137	-1.92225	0
66.46243636	-1.85955	0
68.49570401	-1.7952	0
70.54052432	-1.7292	0
72.59359653	-1.6632	0
74.65492063	-1.59555	0
76.72119588	-1.5279	0
78.79407264	-1.46025	0
80.87190054	-1.39095	0
82.94972844	-1.32495	0
85.02920672	-1.25565	0
87.11033538	-1.188	0
89.18981366	-1.12365	0
91.26599118	-1.05765	0
93.33556718	-0.99	0
95.40184242	-0.924	0
97.46316653	-0.8613	0
99.51293798	-0.80025	0
101.5544575	-0.7392	0
103.5860748	-0.6798	0
105.604489	-0.62205	0
107.6097002	-0.5676	0
109.5984076	-0.51315	0
111.5722616	-0.4587	0
113.5296118	-0.4092	0
115.4655071	-0.3597	0
117.3815978	-0.31185	0
119.2778839	-0.26565	0
121.1510647	-0.22275	0
122.9994899	-0.1815	0
124.8215089	-0.1419	0
126.6187723	-0.10395	0
128.3879792	-0.0693	0
130.1274793	-0.0396	0
131.8356222	-0.0099	0
133.5140582	0.01815	0
135.1594867	0.04125	0
136.7702572	0.0627	0
138.3463697	0.0825	0
139.8861738	0.099	0
141.3896696	0.1122	0
142.8552067	0.1254	0
144.2794843	0.1353	0
145.6658031	0.14355	0
147.0108625	0.1485	0
148.313012	0.1518	0
149.5706012	0.15345	0
150.786931	0.1518	0
151.9570501	0.15015	0
153.0809586	0.1452	0
154.1586565	0.14025	0
155.1884934	0.13365	0
156.1721196	0.1254	0
157.1062344	0.1155	0
157.9891875	0.10725	0
158.8242796	0.09735	0
159.6065595	0.08415	0
160.3376777	0.0726	0
161.0176341	0.06105	0
161.6447783	0.0495	0
162.2207608	0.03795	0
162.7406303	0.02805	0
163.2093381	0.01815	0
163.6252338	0.0099	0
163.9866669	0	0
164.2919872	-0.0066	0
164.5444952	-0.0132	0
164.7425408	-0.01815	0
164.8844734	-0.02145	0
164.9702932	-0.02475	0
165	-0.0264	0
